508.0,16.0,5.0,0,7.5,5.0,-5.0,0.0,-0.0,0.0
508.0,16.0,5.0,0,2.5,5.0,-5.0,0.0,-0.0,0.0
508.0,16.0,5.0,0,-2.5,5.0,-5.0,0.0,-0.0,0.0
508.0,16.0,5.0,0,-7.5,5.0,-5.0,0.0,-0.0,0.0
508.0,16.0,6.4,1,7.54865789413,7.05692005157,-5.0,0.0,0.0,-40.0
508.0,16.0,6.4,1,-7.54865789413,7.05692005157,-5.0,0.0,-0.0,40.0
508.0,16.0,5.0,0,2.59731578827,9.11384010315,-5.0,0.0,-0.0,0.0
508.0,16.0,5.0,0,-2.40268421173,9.11384010315,-5.0,0.0,-0.0,0.0
508.0,16.0,4.0,0,5.0,7.0,-5.0,0.0,0.0,-90.0
508.0,16.0,4.0,0,0.097315788269,7.11384010315,-5.0,0.0,0.0,-90.0
508.0,16.0,4.0,0,-5.09731578827,7.11384010315,-5.0,0.0,-0.0,90.0
508.0,16.0,6.4,1,-2.64597344398,7.17076063156,-5.0,0.0,-0.0,40.0
508.0,16.0,6.4,1,2.54865813255,7.05692005157,-5.0,0.0,0.0,-40.0
508.0,16.0,6.4,1,2.45134210587,7.05692052841,-5.0,0.0,-0.0,40.0
