508.0,16.0,4.0,2,5.12578487396,7.22489070892,-5.0,0.0,0.0,-90.0,1
508.0,16.0,4.0,2,0.118814945221,7.15401363373,-5.0,0.0,0.0,-90.0,1
508.0,16.0,5.0,0,-2.5,5.0,-5.0,0.0,-0.0,0.0,1
508.0,16.0,5.0,0,-7.5,5.0,-5.0,0.0,-0.0,0.0,1
508.0,16.0,5.0,0,2.5,5.0,-5.0,0.0,-0.0,0.0,1
508.0,16.0,5.0,0,7.5,5.0,-5.0,0.0,-0.0,0.0,1
508.0,16.0,4.0,2,-5.06580018997,7.16041612625,-5.0,0.0,0.0,-90.0,1
508.0,16.0,5.0,0,2.55516386032,9.22211837769,-5.0,0.0,-0.0,0.0,1
508.0,16.0,5.0,0,-2.56580018997,9.16041564941,-5.0,0.0,-0.0,0.0,1
508.0,16.0,6.4,0,7.54865789413,7.05692052841,-5.0,0.0,0.0,-40.0,1
508.0,16.0,6.4,0,-7.5486574173,7.05692005157,-5.0,0.0,-0.0,40.0,1
508.0,16.0,6.4,0,2.50650572777,7.16519832611,-5.0,0.0,0.0,-40.0,1
508.0,16.0,6.4,0,-2.45134210587,7.05692052841,-5.0,0.0,0.0,-40.0,1
508.0,16.0,6.4,0,-2.41163182259,7.21262741089,-5.0,0.0,-0.0,40.0,1
508.0,16.0,6.4,0,2.56629514694,7.1465883255,-5.0,0.0,-0.0,40.0,1
